LUAD_P1_up	LUAD_P2_up	LUSC_P1_up	LUSC_P2_up	LUAD_P1_dn	LUAD_P2_dn	LUSC_P1_dn	LUSC_P2_dn
RWDD1	0	0	0.009567712992104	0	0.0368590884552886	0.0977335754171705	0	0.00640153002223679
RWDD2A	0.12569093076984	0.121666478086368	0	0	0	0	0.0918291637659331	0.148095580342581
RWDD2B	0	0	0.208543808372299	0.222301168498556	0.0577370101355772	0.109473428598922	0	0
RWDD3	0.0904983848815071	0.0242377830794448	0.159787333815824	0.137951483445117	0	0	0	0
RWDD4A	0	0	0.265695489749268	0.264207333670947	0.0776700053051836	0.0887641646066114	0	0
RXRA	0.0699083412986786	0.0474604358342986	0	0	0	0	0.288309166263076	0.261412322130787
RXRB	0.274192711350717	0.332592468446642	0	0	0	0	0.174899013591529	0.239793461903422
RYBP	0	0	0	0	0.0746725141841815	0.0998977671033922	0.0299898496811896	0.0192862487712446
RYK	0.0534774450157506	0.0165863753839974	0.0497362373201111	0.0337493604561623	0	0	0	0
RYR1	0.0295234211842336	0.075032359275971	0	0	0	0	0.0655033871017305	0.106361570250052
RYR2	0.0171008701625819	0.0547200051108067	0.0574248903120606	0.103152571560484	0	0	0	0
S100A10	0	0	0.0591680583686038	0.0765692814820443	0.268840174040651	0.159506739531197	0	0
S100A11	0	0	0.126025914812599	0.150158399417104	0.112307825052441	0.163536029670631	0	0
S100A13	0.0107488871827678	0	0.043342970618364	0.0476047829664742	0	0.0217162913303626	0	0
S100A14	0	0	0	0	0.0147241615249803	0.0191041780083697	0.0927979586400073	0.0633592097136659
S100A16	0	0	0	0	0.421909871468517	0.335585808319276	0.0872060934456276	0.0634031204110864
S100A1	0.0929521893185841	0.0810446640148003	0.325606453079677	0.332221661395375	0	0	0	0
S100A2	0	0.0180957389513646	0.0995280942065212	0.142656913109181	0.0444001228794185	0	0	0
S100A3	0	0	0.115206977780816	0.104982613872825	0.167282253103797	0.150369799465236	0	0
S100A4	0.0323802941209452	0.0526014134050878	0	0	0	0	0.0295544665795172	0.0279050149990294
S100A6	0	0.00389776869154328	0.00258406049951404	0.00233456292187558	0.0134159899592023	0	0	0
S100A8	0	0	0	0	0.137321290796494	0.169508414400263	0.0689236535769421	0.0466937420650744
S100A9	0	0	0	0	0.120944815409297	0.0835139761932933	0.12554837908793	0.0965667568730625
S100B	0.0699970674570681	0.08058857020267	0	0	0	0	0.0958258622970512	0.0874885278679952
S100PBP	0.011046147407481	0.0141026117343906	0	0	0	0	0.00666990668288193	0.0307954191936587
S100P	0	0	0	0	0.229154329737969	0.212218320887095	0.173637384937164	0.193392319175795
S1PR1	0.0198833501771353	0.00371228108757991	0	0	0	0	0.270668226291593	0.284032300732757
S1PR2	0.115771610488228	0.109194955605239	0	0	0	0	0.177958996017696	0.163258954786577
S1PR3	0	0	0	0	0.135012949351619	0.110265812869759	0.0435862385144666	0.0547116366535159
S1PR4	0.196112023378897	0.194937268655983	0	0	0	0	0.413772575864358	0.380460964327793
S1PR5	0	0	0.285455028786921	0.358093803246899	0.122538528144692	0.078987073182739	0	0
SAA1	0	0.0235308093166424	0.00421024580926436	0.0169482095085689	0.000825817643313605	0	0	0
SAA2	0.0258122141277972	0.0911931401959534	0	0	0	0	0.048140805930529	0.0380907148658879
SAAL1	0	0	0	0	0.154307899391298	0.148084414909517	0.0417662985230555	0.0775804774529194
SAC3D1	0	0	0.0422353884951311	0.0478428412140377	0.0417641987256796	0.0900653591902662	0	0
SACM1L	0.0902441491956612	0.0134652949826875	0.0377937288558441	0	0	0	0	0.00472640243994517
SACS	0	0	0.0761661594921495	0.0692180736696338	0.532510432034456	0.43936232817799	0	0
SAE1	0	0	0.16636945685657	0.163624343731325	0.290227332864093	0.228925233596772	0	0
SAFB2	0.0275827173368469	0.0402648766411238	0.00448841580036125	0.0188202561548416	0	0	0	0
SAFB	0	0	0.101042114998689	0.121921398703369	0.0286045525083561	0.0138552354246765	0	0
SALL2	0.175962620651077	0.180219598383918	0.179487175772707	0.182583367244104	0	0	0	0
SALL4	0	0.042178605897332	0	0	0.00663299694605434	0	0.0623473469530167	0.0574698072822221
SAMD10	0.179727818201129	0.0938849574602746	0	0	0	0	0.304377802120325	0.254948321506433
SAMD11	0	0	0	0	0.0580441270807933	0.097123579662144	0.605145576280378	0.585765383688046
SAMD12	0.285094454772324	0.139812435883126	0.0702766803214039	0.103437819354584	0	0	0	0
SAMD13	0	0	0.323788950403967	0.249203025409975	0.122390602444955	0.102860911185277	0	0
SAMD14	0	0	0	0	0.0207353738431356	0.00802420859803572	0.340939362509396	0.33867790693536
SAMD1	0	0	0	0	0.0594820868756887	0.0791330894845661	0.0952861758909742	0.124074067802454
SAMD3	0.054638803779717	0.0506859866740389	0	0	0	0	0.0235397258029617	0.0081244806221205
SAMD4A	0	0	0	0	0.0961516521673038	0.0947425562030177	0.0496465290398279	0.0129589313285371
SAMD4B	0	0	0	0	0.272743022844641	0.100441381165347	0.053908947596772	0.0380586773045505
SAMD5	0	0	0	0	0.0667557462188023	0.0773339690703664	0.012794662047286	0.0165302282727133
SAMD8	0	0	0	0.0206976270843653	0.112908384220444	0.0156732458340793	0.00640972123816936	0
SAMD9L	0	0.0064225451661402	0	0	0.0457832283733626	0	0.300563668660878	0.291175893216062
SAMD9	0	0	0	0	0.245311985220855	0.171319147738657	0.185231883635305	0.259100370452454
SAMHD1	0	0.0140673872181754	0	0	0.0228538027838204	0	0.12502892376751	0.114512648022265
SAMM50	0	0	0.0333199568678395	0.0193656559976591	0.257909966177546	0.0734672707788914	0	0
SAMSN1	0.00195442131977234	0	0	0	0	0.0206964995764396	0.0565043124210564	0.0681358773374195
SAP130	0	0.0374896027772151	0.0397040908140226	0.0303381082496313	0.00592704441583117	0	0	0
SAP18	0.027397358775371	0	0.0608512465364674	0	0	0.0285438852485728	0	0.00828874083387425
SAP30BP	0	0	0.0385094967952597	0.0586938282333767	0.0674320931930278	0.0195351536184726	0	0
SAP30L	0.00899079369896803	0	0.0756498969566831	0.0255883896563584	0	0.032816557856814	0	0
SAP30	0	0	0.158218048599549	0.148008370384925	0.0552468504018681	0.187195490419211	0	0
SAPS1	0	0	0	0	0.171354413802175	0.137724930770546	0.500654241489636	0.410736239453598
SAPS2	0.211287092119449	0.226866348203917	0	0	0	0	0.163990470695325	0.111198427230148
SAPS3	0	0	0	0	0.0194811355617633	0.0324479827809475	0.109714444084044	0.0547588126403892
SAR1A	0	0	0	0	0.0190471650547038	0.0747295140568684	0.0890135061340703	0.0931846803710188
SAR1B	0.00209576611531635	0	0	0	0	0.0212233109347982	0.000633154922425784	0.0199075862315016
SARDH	0.114170423223293	0.194240246530784	0	0	0	0	0.260439952238171	0.237465049150666
SARM1	0.301346769146082	0.291923838375239	0	0	0	0	0.0161054828200792	0.0176938702158234
SARNP	0	0	0.33803024610811	0.26524702759813	0.0454802481097101	0.106310474848836	0	0
SARS2	0.0192168333242355	0.0196217962629271	0	0	0	0	0.136538181836422	0.150906728236034
SARS	0.0342029094433382	0	0	0	0	0.00611959869720762	0.140327283752355	0.135802772981136
SART1	0	0	0	0	0.035828814885464	0.0221644216583504	0.0870481608595065	0.0653042110350329
SART3	0	0	0	0	0.0938539686455328	0.0909402278644244	0.00554220250831293	0.00268288467639863
SASH1	0.0784232385240168	0.0739987164311044	0	0	0	0	0.186227762436266	0.131362586524725
SASH3	0.119018261974164	0.151546249934821	0	0	0	0	0.1998083222093	0.177535788194536
SASS6	0	0	0.122536912443376	0.098570754539427	0.229192716010768	0.216368069736726	0	0
SAT1	0.103731593294697	0.00589888427621104	0.0521897471386559	0.0627034424933541	0	0	0	0
SAT2	0.277271486946112	0.0434624095032398	0.10614447215478	0.039824232963944	0	0	0	0
SATB1	0.0746168668137762	0.0687822904917727	0	0	0	0	0.0189859557697577	0.00839176686907248
SATB2	0	0	0.135718914494618	0.108382798393078	0.189006537868942	0.111116227022874	0	0
SATL1	0.000314224050196917	0	0.125494422233518	0.0592194448935014	0	0.0267329822147663	0	0
SAV1	0	0	0.225985138629453	0.313476195418564	0.0464956571995193	0.0136685763089116	0	0
SBDSP1	0.0219343997787799	0.0515355363372986	0.0625495043694332	0.0484875666272579	0	0	0	0
SBDS	0.00126433996822405	0.0379071403047962	0.0374546981999953	0.0416257708270096	0	0	0	0
SBF1	0.0257942828944668	0.050202748046007	0	0	0	0	0.343892775455572	0.264755424117975
SBF2	0	0	0	0	0.138056887932045	0.0862954498927233	0.0604848394073013	0.0621402089369897
SBK1	0.201325250071643	0.205003422733959	0.0597137657959241	0.0266428360315104	0	0	0	0
SBNO1	0	0	0	0	0.110200286414144	0.019413296125564	0.0640169105596169	0.0412605295207886
SBNO2	0	0	0	0	0.0784302296573752	0.0371816848334699	0.616538212270547	0.539661339403779
SC4MOL	0	0	0	0	0.0278255198098546	0.00852840503110822	0.0876100807998267	0.0499985109915131
SC5DL	0.0560988885734137	0.0680987885320727	0.0555241625330197	0.0843492927539694	0	0	0	0
SC65	0	0	0.213629377978893	0.18175497607686	0.0654676195704462	0.00891627665828108	0	0
SCAF1	0	0	0	0	0.191598884090588	0.0871130937786595	0.281709719748948	0.228278471867701
SCAI	0.234738499123706	0.12598390804337	0.0819841943503153	0.0278428565723059	0	0	0	0
SCAMP1	0	0	0.0694849501909191	0.0473878994486788	0.115841347092646	0.182291241162583	0	0
SCAMP2	0.0656584542412523	0.0912695872068894	0	0	0	0	0.0112803550938156	0.00825370683052421
SCAMP3	0	0	0.179190482717462	0.191113276448804	0.0235616550738278	0.0165247101454641	0	0
SCAMP4	0.100852667591148	0.0590354814666559	0	0	0	0	0.115994171039862	0.0793670792893739
SCAMP5	0.050590619835863	0.0087656852108723	0	0	0	0	0.151505244077166	0.159264927733538
SCAND1	0.0131844127023532	0.00646971999092248	0	0	0	0	0.230958935780252	0.240088925503641
SCAND2	0.247244974545828	0.179640368828327	0.134322522274409	0.164664826989703	0	0	0	0
SCAND3	0	0	0.021794579267468	0	0.0505552597643584	0.0789054127102127	0	0.0136647813666836
SCAPER	0.0846391210595628	0.113290290413825	0	0	0	0	0.144181553732045	0.115093052999462
SCAP	0.0237007506442774	0	0	0	0	0.0219542240010344	0.10457542564962	0.177643794034189
SCARA3	0	0	0.146760785228706	0.149392619725122	0.0236822649182964	0.0258355038451909	0	0
SCARA5	0.0768163765095233	0.0240606528847412	0	0	0	0	0.085000274912798	0.0628255224509237
SCARB1	0	0	0.0861822196791642	0.0658640664937163	0.137126261080792	0.128054723809577	0	0
SCARB2	0	0.0151363328843675	0	0	0.0413116064900039	0	0.0676071978851864	0.00394221889926836
SCARF1	0.173497826953645	0.230419608267568	0	0	0	0	0.607446721260587	0.5875722581889
SCARF2	0	0	0	0	0.113879035870738	0.0775546388973285	0.201255530499155	0.15675111238343
SCCPDH	0	0	0.191772020508913	0.130334678882933	0.0618692877504548	0.0607424866387396	0	0
SCD5	0.038483125606786	0.0585923704921111	0.440176850868833	0.560811068406126	0	0	0	0
SCD	0	0	0.0304002500668159	0.0240412293237728	0.124183774139499	0.180227065254925	0	0
SCEL	0	0.0311068185168707	0	0	0.00554838738080565	0	0.189441004545341	0.218150162126618
SCFD1	0.0167899287784685	0.0382918966565829	0	0	0	0	0.0130246484062133	0.0253528641309215
SCFD2	0.00724573409074942	0.0378042713853463	0	0	0	0	0.0429139259442296	0.0526309469686998
SCG2	0	0	0.119983463811102	0.100482570034999	0.169421584297636	0.292847964752368	0	0
SCG5	0	0	0	0	0.0525153951358578	0.0285578803573931	0.175622105512331	0.132129037630089
SCGB1A1	0.121261305740899	0.102826627706673	0	0	0	0	0.1639456324547	0.221033193326444
SCGB3A1	0.307103718507471	0.279920593647191	0	0	0	0	0.135338840396848	0.134785516782263
SCGB3A2	0.0831054621428411	0.0372180454936082	0	0	0	0	0.280381961493639	0.345678605256891
SCHIP1	0	0	0.165443131198714	0.151453949327995	0.0445320115845135	0.0319683062357525	0	0
SCIN	0.144967160946392	0.103165260104724	0.106901807266327	0.0927243116530902	0	0	0	0
SCLT1	0	0	0	0	0.107375651621763	0.111085882143694	0.0960679638081319	0.0520669529497306
SCLY	0.0387159078543605	0.06319166017332	0.0290237311588724	0	0	0	0	0.00706591675760781
SCMH1	0.192181436201894	0.092497721123885	0	0	0	0	0.117213873260731	0.108370552971826
SCML1	0	0	0.164537407086376	0.142394174376604	0.0245209189785921	0.0959335177909365	0	0
SCML2	0	0	0.24723162240818	0.196559726007897	0.236989074977366	0.354605226140281	0	0
SCML4	0.148980259118551	0.0916181880957493	0	0	0	0	0.070820087481956	0.0688499464946347
SCN1B	0	0	0	0.0213067538923886	0.00318985502356409	0.0415769443984523	0.00332686862425037	0
SCN2B	0.175508280821797	0.308520762998366	0	0	0	0	0.21945558039702	0.164726532063712
SCN3A	0.0531858447061183	0.0317512017475353	0	0	0	0	0.167521533194458	0.137396458970567
SCN3B	0	0	0	0	0.108947781431673	0.0499673489283239	0.0077207090845864	0.0265592300521867
SCN4B	0.226310278704416	0.163258354306531	0	0	0	0	0.11947269216141	0.106164165431058
SCN7A	0.116002352507568	0.187605770199177	0	0	0	0	0.372738101982972	0.355928208376821
SCN8A	0.0313199731037232	0.0503726316266042	0.0468849616829162	0.0843318653718161	0	0	0	0
SCN9A	0	0	0.0664415368431075	0.0562620262348407	0.0591683185031166	0.0651655357256063	0	0
SCNM1	0.0195830237029469	0	0.637194003382215	0.493770764287575	0	0.0133543105724748	0	0
SCNN1A	0.269768313841571	0.373399190294392	0.0405976681532081	0.0178734955254525	0	0	0	0
SCNN1B	0.379906876676623	0.301502705913144	0	0	0	0	0.196513701425195	0.172300099437472
SCNN1D	0.0428692714989899	0.0697335039590199	0	0	0	0	0.23567474741708	0.194534525254811
SCNN1G	0.159629436686816	0.0983355781034847	0	0	0	0	0.156952035572348	0.122649812143626
SCO1	0	0	0.0105797761037914	0	0.219531152895668	0.0975455796053061	0	0.0162982628590487
SCO2	0.04575537710595	0.0473786448657725	0	0	0	0	0.0572859596331462	0.0569822459459126
SCOC	0	0	0.0610215238743882	0.104993513763628	0.0151302802509899	0.0425326138704517	0	0
SCP2	0.0735214360808582	0.0481458929227889	0	0.00936814925064465	0	0	0.0116232628293657	0
SCPEP1	0.341315471637649	0.309111870683767	0.103383145570868	0.173839246747397	0	0	0	0
SCRIB	0	0.0165025981625657	0	0	0.011797069425641	0	0.399610630683058	0.353940793073248
SCRN1	0	0.00162077137286247	0	0.00785471358564108	0.0314422489598532	0	0.0378432096799545	0
SCRN2	0.173155820959685	0.144539375014841	0	0	0	0	0.109458496938948	0.141865163750337
SCRN3	0.00988647396550457	0.023321891318814	0	0	0	0	0.105000393501252	0.167417165878027
SCTR	0.133244122075477	0.129845615178941	0	0	0	0	0.289194930557659	0.332287972674604
SCUBE2	0.148606915544875	0.199182570374046	0	0	0	0	0.0797890199596949	0.0469434366721321
SCUBE3	0.0303115720610699	0.0892634819487796	0.0198897487220721	0.0386546217862386	0	0	0	0
SCYL1	0.0557150899962688	0.0482826285777818	0	0	0	0	0.471554929429675	0.346641156029204
SCYL2	0	0	0	0	0.152375867062207	0.09197523656687	0.0897602118775536	0.0852301718120701
SCYL3	0.108635663787957	0.0807888735120267	0.0749798104090544	0.0515391717471206	0	0	0	0
SDAD1	0	0.00943090192019198	0	0	0.0297706289969263	0	0.117732066888873	0.0518844815060694
SDC1	0.0958381860158818	0.0760231579473676	0.0748413857771406	0.130047696812624	0	0	0	0
SDC2	0	0	0.0456648284173103	0.0378184269570863	0.0554469937459593	0.0548293365768664	0	0
SDC3	0	0	0	0	0.0833272239765069	0.046262267160014	0.178049141951727	0.14202451665268
SDC4	0.02471205499415	0.0180738908789401	0	0	0	0	0.223249170361572	0.128049787702348
SDCBP2	0	0	0	0	0.166811385622571	0.118302198366705	0.240630728518186	0.254896388320143
SDCBP	0	0	0	0	0.246214224373476	0.305258655657518	0.334286204979109	0.377062497575673
SDCCAG1	0	0.00923788775401195	0.0799085313918058	0.182640804043275	0.048007320236168	0	0	0
SDCCAG3	0	0	0	0	0.0138125140316424	0.0622628101510291	0.00340967093433589	0.0626247646508398
SDCCAG8	0.173784549881389	0.240218365518213	0.0112026756835666	0	0	0	0	0.0167560830793129
SDF2L1	0.0376116051036143	0.0231173706170429	0	0	0	0	0.156046374490193	0.179250078322723
SDF2	0.0377121455680192	0.0519511108765238	0.413322025797322	0.315439407192421	0	0	0	0
SDF4	0	0.0541504584435327	0	0.00488189394294168	0.00418541537948628	0	0.0306808797342729	0
SDHAF1	0.0366090226193312	0.0034907318054401	0.0712573601271131	0.0348215618264407	0	0	0	0
SDHAF2	0	0	0	0	0.0214718675571925	0.0456188738299994	0.0457071894611155	0.0455305088286876
SDHAP1	0.0948330306096989	0.0473608138233444	0	0	0	0	0.0431469241397612	0.0525580603171243
SDHAP2	0.0119750093427378	0	0	0	0	0.0158633006057429	0.0721291610742532	0.0834749155291961
SDHAP3	0.244294777065331	0.235052932208705	0	0.000127943029144268	0	0	0.00886940211734316	0
SDHA	0	0	0	0	0.146427273263115	0.0492396729429933	0.087723939041917	0.0641384919185535
SDHB	0	0	0	0	0.0245150652173535	0.0596848489408079	0.0361585565353487	0.100367840090744
SDHC	0	0	0.222611424887979	0.195669761773826	0.0615749476577125	0.0568125540092906	0	0
SDHD	0	0	0.0992983897672315	0.0794793398122431	0.0364133624494037	0.0201726531765526	0	0
SDK1	0.299802423472079	0.276922954479025	0.0289465911796758	0.0404280646983647	0	0	0	0
SDK2	0	0	0	0	0.0266722002037595	0.00741975682269792	0.0277065655415329	0.00336735596441466
SDPR	0.0446300847948214	0	0	0	0	0.000118840100732465	0.151279050472249	0.152613665985968
SDR16C5	0.0184573291591669	0	0	0	0	0.0584103974949448	0.309767656686099	0.288745067253639
SDR39U1	0.0858629559461025	0.0346472416757999	0.0747403126090159	0.0611554457626788	0	0	0	0
SDR42E1	0.292201609700686	0.253884249110197	0	0.00455433444383538	0	0	0.0082453355667829	0
SDSL	0.00143837030151861	0.0219699341740393	0	0	0	0	0.21327042364612	0.221192462312548
SDS	0	0	0	0	0.0506765891684673	0.0901345159843366	0.0489518744719182	0.0461594410939037
SEC11A	0.0489976184889093	0.0502205074539467	0.292768941577568	0.268624766525073	0	0	0	0
SEC11C	0.173598626332699	0.13050649381192	0	0	0	0	0.183498717431863	0.215341806475779
SEC13	0	0	0	0	0.0237484737464275	0.0609091387510358	0.103074751141686	0.129385584182277
SEC14L1	0	0	0	0	0.0402052645162555	0.01968044515857	0.184523535094619	0.167315782970754
SEC14L2	0	0	0	0	0.101608987129326	0.058835935007118	0.0582243126611807	0.0352423055716101
SEC14L4	0.309897103490637	0.217176001124833	0	0	0	0	0.0712668595235772	0.0512604245360023
SEC14L5	0.0880234332805132	0.0908940632081087	0.175126413288058	0.132340694876882	0	0	0	0
SEC16A	0.0315342579035991	0.0296048039426519	0	0	0	0	0.183389923587307	0.189283052884039
SEC16B	0.00439049818880415	0.0079770908212554	0	0	0	0	0.41401116369388	0.303822370842885
SEC22A	0.0129401575165557	0	0	0	0	0.0157844962860474	0.0538848797847335	0.0661393081691267
SEC22B	0	0.0202677002697427	0	0	0.0143553632732955	0	0.0583551097247817	0.0311020018529651
SEC22C	0.0561649718953641	0	0	0	0	0.00865114346594766	0.16136202211419	0.20032849397882
SEC23A	0	0	0	0.00127645249553062	0.289796587217893	0.14151394971776	0.0120989674445923	0
SEC23B	0	0	0	0	0.00988912030958885	0.00337966420773907	0.297100590095203	0.343236294399415
SEC23IP	0	0	0.0142216398630902	0.0525713176473332	0.168254299171728	0.0924679290012962	0	0
SEC24A	0	0	0	0	0.146507062910256	0.0696967066106281	0.209805036181865	0.157880746433614
SEC24B	0	0	0	0	0.0662186828138846	0.00782326546915417	0.147197640370465	0.0692121652289636
SEC24C	0.00969312366498672	0.0752520178212438	0	0	0	0	0.319898235746542	0.220424504718268
SEC24D	0.0147517566476025	0.0336474518175469	0	0	0	0	0.118849480368734	0.0472348221437535
SEC31A	0	0.0286713757972114	0	0	0.0297259624890177	0	0.252507825468496	0.132011982489097
SEC31B	0.144456012584529	0.053307154714218	0	0	0	0	0.0653329202602481	0.0514527049428414
SEC61A1	0	0	0	0	0.0364531369959169	0.0259181518133465	0.180709389242881	0.121332295191795
SEC61A2	0.0814437914041951	0.0462342286489354	0.0157817721578636	0.0307628231668778	0	0	0	0
SEC61B	0.0251374891564363	0	0.0240867034066923	0.0209066766674224	0	0.0549486309031255	0	0
SEC61G	0	0	0.069727102176659	0.113027042373969	0.254179804101202	0.30419492397867	0	0
SEC62	0	0	0.204659967300284	0.186424184681438	0.0157576761715481	0.0458468721089414	0	0
SEC63	0	0	0	0	0.0227537145670423	0.0272674439439036	0.107539055577581	0.0751196591870109
SECISBP2L	0.0628395875209758	0.0665907336465044	0	0	0	0	0.259813051261959	0.209684410203866
SECISBP2	0.167157561591823	0.0430409679092519	0	0	0	0	0.0332641636602284	0.0904360642181307
SECTM1	0	0	0	0	0.0726329522721055	0.0736940636965207	0.00524749336103827	0.0218048669437871
SEH1L	0	0	0.149127117742368	0.0566546785818134	0.0497147746102623	0.112989076384484	0	0
SEL1L3	0.0773475826803707	0.184276428373435	0	0	0	0	0.0693430259946362	0.102283212715852
SEL1L	0	0	0	0.00419799641380222	0.013555589803735	0.000170116854666092	0.0290340739964095	0
SELENBP1	0.490288254644054	0.321980270008419	0	0	0	0	0.177631507513602	0.175705831268571
SELE	0.0324352483656376	0.0469333356044071	0	0	0	0	0.0644944008794713	0.0188019389232717
SELK	0.286529052692709	0.124444977050408	0.0210454423315938	0.000395476329028858	0	0	0	0
SELL	0	0	0	0	0.0305855415955857	0.00737524524014868	0.24616295653001	0.17090301268404
SELM	0.0467617494446337	0.0244281479757818	0	0	0	0	0.156377204014794	0.0780861800311992
SELO	0.124612735218614	0.126049963050238	0	0	0	0	0.0696388630043953	0.0468865031348193
SELPLG	0.0495376267929118	0.0655219291945656	0	0	0	0	0.273546933665736	0.261017460827193
SELP	0.0613853055662731	0.0512671640427276	0	0	0	0	0.246508579146093	0.166912977194169
SELS	0.0301101661034196	0.00202144589739154	0.00206278114346036	0.0079840452383401	0	0	0	0
SELT	0	0	0.224115438564317	0.175033326323755	0.0498300889240408	0.104156282678889	0	0
SEMA3A	0	0	0	0	0.146831630121818	0.0402742966812148	0.106580948650771	0.100302373918631
SEMA3B	0	0.00929144478699192	0	0	0.0017777487010678	0	0.322219704589349	0.347971411279559
SEMA3C	0	0	0	0	0.296524782987651	0.0998059276576806	0.207932771066817	0.163144674718347
SEMA3D	0	0	0.0242562366473215	0.0915116045302273	0.0234518051193806	0.0622074235559289	0	0
SEMA3E	0.0788709371516626	0.0999481540171689	0	0	0	0	0.135883860932344	0.063371926481843
SEMA3F	0	0	0	0.00586630021077775	0.0508927644512153	0.0434066948737596	0.0146297721538226	0
SEMA3G	0.0406943217361569	0.0380974152574109	0	0	0	0	0.0613086448216847	0.032672876524323
SEMA4A	0.313971231178694	0.252105734679489	0	0.00530028605832002	0	0	0.00900602642524847	0
SEMA4B	0	0	0	0	0.184492047319909	0.0477630277270122	0.0669058272983985	0.0271722645496338
SEMA4C	0.0633842388163867	0.138445851302471	0	0	0	0	0.45047626880227	0.369322659017897
SEMA4D	0.0732100277502579	0.0213757584963677	0	0	0	0	0.0712447977704299	0.113895384036663
SEMA4F	0	0.00237538182864875	0.210361638603142	0.27185318638318	0.00629332827745	0	0	0
SEMA4G	0	0	0	0	0.124938117733387	0.125229672197506	0.185074450093383	0.182973549298571
SEMA5A	0	0	0	0	0.0666912239983702	0.100534223727446	0.166507679015213	0.0848975437907515
SEMA5B	0	0	0	0	0.0666876702716045	0.0547874267004161	0.0659560544849036	0.0504829820393052
SEMA6A	0	0	0	0.0147909559181159	0.0658345659986933	0.0386223613733371	0.0210380377852829	0
SEMA6B	0	0	0	0	0.118392648674112	0.10643155751667	0.213317002009967	0.19050852233173
SEMA6C	0.181497752159367	0.155515895704647	0.128614489060445	0.143458045073562	0	0	0	0
SEMA6D	0.0439034822500766	0.127475627153686	0.10746681621521	0.122304028671253	0	0	0	0
SEMA7A	0	0	0	0	0.232874710318366	0.11155002120274	0.480354078656306	0.433888007363179
SENP1	0	0	0.109416863268264	0.0841405448149239	0.184465028686327	0.0929046617484205	0	0
SENP2	0	0	0.144100207112037	0.117700569527141	0.105109396886518	0.108654636390874	0	0
SENP3	0	0	0.0944556622548376	0.0402252847513233	0.0973910670893971	0.0800081593587536	0	0
SENP5	0	0	0.0614649556259267	0.0201595194383993	0.0280721616655944	0.0738896449395858	0	0
SENP6	0.0044750560826469	0.0306892454840411	0	0	0	0	0.259797006961895	0.275984135529437
SENP7	0.272714330537017	0.210951117397306	0	0	0	0	0.0842082272490543	0.0732791842773141
SENP8	0.174487301044327	0.127287948595437	0.0829339990967703	0.0276924744603725	0	0	0	0
SEP15	0.00265306237894619	0	0.0156173861889179	0.00105997226756886	0	0.0168252542950856	0	0
SEPHS1	0	0	0.0287950723958416	0.0293915803795044	0.0939202879138325	0.328219612826973	0	0
SEPHS2	0.0564020344852638	0.0491911621800341	0.273273146868168	0.306766296469869	0	0	0	0
SEPN1	0.0290436234091579	0.0955670711823826	0	0	0	0	0.159093712893991	0.120152734915287
SEPP1	0.133705639033484	0.134907306419745	0	0	0	0	0.0990069457173117	0.0858065331967069
SEPSECS	0.113160064972936	0.046562052433828	0	0	0	0	0.131755550595731	0.162934212733178
SEPT10	0	0	0.0066666973603501	0	0.171259373173465	0.219147883708065	0	0.00627345344296407
SEPT11	0	0	0.0147760542091255	0.101817228025274	0.0777785313700396	0.000142064234127185	0	0
SEPT1	0.246261152913604	0.151473936390359	0	0	0	0	0.143981964528859	0.123033676602887
SEPT2	0	0	0.000437848197111507	0.00503713980671737	0.133864652386192	0.0303038831156979	0	0
SEPT3	0.028323272234575	0.00508566982880582	0.180964723473711	0.142729151396312	0	0	0	0
SEPT4	0.121008269806673	0.106706334327484	0	0	0	0	0.0112598953272991	0.0178039446126278
SEPT5	0	0.00947217940768797	0	0	0.0306223883365025	0	0.0066918090375057	0.0150601001922749
SEPT6	0	0	0	0	0.024313924619431	0.0664480345856444	0.0902248275277689	0.0585668845880561
SEPT7P2	0.177072635928753	0.122374789188726	0.0311018412361419	0.0115676483630696	0	0	0	0
SEPT7	0	0	0.0495669918034824	0.0542342594878978	0.139248376168173	0.0703536852118602	0	0
SEPT8	0	0	0	0	0.191290424385548	0.125172976369654	0.184349603088059	0.180914161443301
SEPT9	0	0.049891069770816	0	0	0.0931752939562227	0	0.441532935586838	0.403025713589803
SEPW1	0.286840058115759	0.141951791718547	0	0	0	0	0.0774648679512223	0.0719001866673362
SEPX1	0.00859680334684571	0	0	0	0	0.00368818080233754	0.189202672386443	0.192010557664165
SERAC1	0.0275524048708162	0	0.0901098168331909	0.0566237067394563	0	0.00762162278563079	0	0
SERBP1	0	0	0	0	0.459220667876582	0.304684012140883	0.0160055527301107	0.00708717288118114
SERF1A	0.111284323649237	0.0332510689440741	0.10831669164538	0.124012029705808	0	0	0	0
SERF2	0.0332157331507306	0.00697513843455152	0.0696873329227966	0.0846990578050576	0	0	0	0
SERGEF	0.124523090822299	0.0172971424602031	0	0	0	0	0.166640857489103	0.256422003414121
SERHL2	0.0220847298129917	0.0573717322766489	0.0990393211729583	0.108200744595064	0	0	0	0
SERHL	0	0	0	0	0.00243741675400877	0.0123280450345615	0.0162591464727422	0.0197669695115529
SERINC1	0	0	0	0	0.0801262009679827	0.0688712741437542	0.277659778101007	0.231820237162332
SERINC2	0	0	0	0	0.0294674183635434	0.0047244437982064	0.14896343349666	0.107780788438134
SERINC3	0	0	0	0	0.0665869438315938	0.000422824676128333	0.347663663362621	0.247258702525666
